alpha_deg,beta_deg,deltaS_deg,deltaD_deg,CL,CD,CY,Cl,Cm,Cn,L_Nm,M_Nm,N_Nm,p_dot,q_dot,r_dot,V,qbar,alpha_eff_deg,beta_eff_deg
-10.0,-4.0,0.0,-5.0,-0.7419437766075134,0.04600282770872116,0.014096744358539581,0.010181937366724014,0.2525367736816406,-0.006043655332177877,2.4308195631061227,5.915978666325244,-1.4428526797013073,3.0385244538826535,49.299822219377035,-8.015848220562818,20.22374841615669,250.5125000000001,-10.0,-4.0
-10.0,-4.0,0.0,0.0,-0.7460270524024963,0.04554840562224388,0.007338047027587891,-0.0021340723615139723,0.2561095952987671,-0.004001437220722437,-0.5094850477479721,5.999676324125179,-0.955296769793687,-0.6368563096849651,49.99730270104316,-5.3072042766315946,20.22374841615669,250.5125000000001,-10.0,-4.0
-10.0,-4.0,0.0,5.0,-0.7481246590614319,0.04627189425110817,0.0005799551727250218,-0.014465434476733208,0.2587392330169678,-0.001994904363527894,-3.4534548630980555,6.061278760927715,-0.4762603008379725,-4.316818578872569,50.5106563410643,-2.645890560210958,20.22374841615669,250.5125000000001,-10.0,-4.0
-10.0,-4.0,0.0,10.0,-0.7481032013893127,0.04807894316792488,-0.006037920713424683,-0.02652343176305294,0.2603132426738739,-5.707411401090212e-05,-6.3321619931633375,6.098151836540004,-0.013625783373806785,-7.915202491454172,50.8179319711667,-0.0756987965211488,20.22374841615669,250.5125000000001,-10.0,-4.0
-10.0,-4.0,10.0,-10.0,-0.8394131064414978,0.05725546566128731,0.01980341412127018,0.020289165899157524,0.3405579924583435,-0.008330341428518295,4.843803257714004,7.977981933712272,-1.988772488227441,6.054754072142505,66.4831827809356,-11.048736045708004,20.22374841615669,250.5125000000001,-10.0,-4.0
-10.0,-4.0,10.0,-5.0,-0.8433485627174377,0.05615687010169029,0.013221211731433868,0.00796746090054512,0.34503987431526184,-0.0062498715706169605,1.902138967051963,8.082975424616471,-1.4920844170979755,2.377673708814954,67.3581285384706,-8.28935787276653,20.22374841615669,250.5125000000001,-10.0,-4.0
-10.0,-4.0,10.0,0.0,-0.8417964577674866,0.055282194291353226,0.006659758277237415,-0.003935065120458603,0.34428074955940247,-0.004202994517982006,-0.9394511999424086,8.065192011154458,-1.0034162389692272,-1.1743139999280108,67.20993342628717,-5.5745346609401505,20.22374841615669,250.5125000000001,-10.0,-4.0
-10.0,-4.0,10.0,5.0,-0.8354541659355164,0.054817773525714875,0.00021549747907556593,-0.015333597548305988,0.3392484486103058,-0.002216688357293606,-3.6607187365964653,7.947304288810641,-0.5292086594275085,-4.575898420745582,66.22753574008868,-2.9400481079306027,20.22374841615669,250.5125000000001,-10.0,-4.0
-10.0,-4.0,10.0,10.0,-0.8265940546989441,0.05488591653585434,-0.006090356502681971,-0.026267502456903458,0.3313870131969452,-0.0002971990325022489,-6.271061836900984,7.763140677649737,-0.07095282521612283,-7.8388272961262295,64.69283898041448,-0.39418236231179343,20.22374841615669,250.5125000000001,-10.0,-4.0
-10.0,-4.0,20.0,-10.0,-0.9061049818992615,0.06695579749822617,0.017757849767804146,0.018108554184436798,0.4131527245044708,-0.00826209131628275,4.323207478662675,9.678601133884262,-1.9724785647793797,5.404009348328343,80.65500944903553,-10.95821424877433,20.22374841615669,250.5125000000001,-10.0,-4.0
