alpha_deg,beta_deg,deltaS_deg,deltaD_deg,CL,CD,CY,Cl,Cm,Cn
-10.0,-2.0,-10.0,-4.0,-0.640870394742,0.03066140557,0.00937819056,0.009595287999,0.166571465272,-0.004115451322
-10.0,0.0,-10.0,-4.0,-0.643197604596,0.03062708343,0.005359558722,0.009665935345,0.16821799293,-0.002127693785
-10.0,2.0,-10.0,-4.0,-0.643414752511,0.03060000551,0.001349481683,0.009725420383,0.168799791466,-0.00013764955
-8.0,-2.0,-10.0,-4.0,-0.496964522079,0.022344146591,0.009022602501,0.010290842259,0.129774796021,-0.003576177283
-8.0,0.0,-10.0,-4.0,-0.499108261096,0.022281258007,0.0050108821,0.009683177065,0.131372267288,-0.001885962806
-8.0,2.0,-10.0,-4.0,-0.499527360707,0.022255368846,0.001008978928,0.009064942593,0.132019158718,-0.000194371175
-6.0,-2.0,-10.0,-4.0,-0.351706703856,0.016102155483,0.008622898704,0.010970616215,0.091356771155,-0.003047256002
-6.0,0.0,-10.0,-4.0,-0.353663564951,0.016014245226,0.004653333971,0.009684318803,0.092901491607,-0.001640355785
-6.0,2.0,-10.0,-4.0,-0.354284551265,0.015985935663,0.000694235584,0.008387823309,0.093615029602,-0.000232834837
-4.0,-2.0,-10.0,-4.0,-0.205335250191,0.011975355882,0.008179025674,0.01163438034,0.051413679601,-0.002529976829
-4.0,0.0,-10.0,-4.0,-0.207101554759,0.011865756757,0.004288815298,0.009669982431,0.05290055528,-0.001391978639
-4.0,2.0,-10.0,-4.0,-0.207923089844,0.011831550358,0.000409379224,0.007695723367,0.053681489952,-0.000254038311
-2.0,-2.0,-10.0,-4.0,-0.05809118341,0.009991605276,0.007691652026,0.012281337522,0.010050286105,-0.002025717181
-2.0,0.0,-10.0,-4.0,-0.059606683249,0.009863521695,0.003939351855,0.009648776035,0.011382998951,-0.001145957633
-2.0,2.0,-10.0,-4.0,-0.060686273105,0.00982054623,0.000156154517,0.006988931829,0.012324925878,-0.000258460736
0.0,-2.0,-10.0,-4.0,0.089781078751,0.010167514427,0.007161543302,0.012911264665,-0.03261805452,-0.00153579299
0.0,0.0,-10.0,-4.0,0.088455373513,0.010025689466,0.003564800775,0.009603785277,-0.031336683369,-0.000894678869
